 0             8            3l
 0             9            2l
 0             10           2l
 0             11           3l
 0             12           2l
 1             8             1 
 1             9             0 
 1             10            0 
 1             11            1 
 1             12            0 
 2             8             1 
 2             9             0 
 2             10            0 
 2             11            1 
 2             12            0 
 3             2             9 
 3             8             1 
 3             9             0 
 3             10            0 
 3             11            1 
 3             12            0 
 4             8             1 
 4             9             0 
 4             10            0 
 4             11            1 
 4             12            0 
 5             4             16 
 5             7             4 
 5             8             1 
 5             9             0 
 5             10            0 
 5             11            1 
 5             12            0 
 6             3             16 
 6             4             16 
 6             5             16 
 6             8             1 
 6             9             0 
 6             10            0 
 6             11            1 
 6             12            0 
 7             4             16 
 7             8            3r
 7             9            2r
 7             10           2r
 7             11            1 
 7             12            0 
 8             11            1 
 8             12            0 
 9             5             5 
 9             11            1 
 9             12            0 
 10            7             6 
 10            8             6 
 10            9             6 
 10            10            6 
 10            11            1 
 10            12            0 
 11            11            1 
 11            12            0 
 12            3             5 
 12            11            1 
 12            12            0 
 13            5             6 
 13            6             6 
 13            7             6 
 13            8             6 
 13            9             6 
 13            10            6 
 13            11            1 
 13            12            0 
 14            11            1 
 14            12            0 
 15            5             24 
 15            6             23 
 15            7             23 
 15            8             10 
 15            11            1 
 15            12            0 
 16            8             10 
 16            11            1 
 16            12            0 
 17            8             10 
 17            10            4 
 17            11            1 
 17            12            0 
 18            1             16 
 18            8             10 
 18            11            1 
 18            12            0 
 19            1             16 
 19            5             11 
 19            6             10 
 19            9             16 
 19            10            16 
 19            11            1 
 19            12            0 
 20            1             16 
 20            6             10 
 20            9             16 
 20            10            16 
 20            11            1 
 20            12            0 
 21            1             16 
 21            4            3l
 21            5            2l
 21            6            2l
 21            7            2l
 21            8            2l
 21            9            2l
 21            10           2l
 21            11            1 
 21            12            0 
 22            1             16 
 22            4             1 
 22            5             0 
 22            6             0 
 22            7             0 
 22            8             0 
 22            9             0 
 22            10            0 
 22            11            1 
 22            12            0 
 23            1             16 
 23            4            3r
 23            5            2r
 23            6            2r
 23            7            2r
 23            8            2r
 23            9            2r
 23            10           2r
 23            11            1 
 23            12            0 
 24            1             16 
 24            6             5 
 24            11            1 
 24            12            0 
 25            8             6 
 25            9             6 
 25            10            6 
 25            11            1 
 25            12            0 
 26            4             10 
 26            11            1 
 26            12            0 
 27            8             10 
 27            11            1 
 27            12            0 
 28            4             16 
 28            6             10 
 28            8             10 
 28            10            11 
 28            11            1 
 28            12            0 
 29            4             16 
 29            6             10 
 29            11            1 
 29            12            0 
 30            7             8 
 30            11            1 
 30            12            0 
 31            2             17 
 31            9             7 
 31            10            7 
 31            11            1 
 31            12            0 
 32            2             17 
 32            4             5 
 32            11            1 
 32            12            0 
 33            2             17 
 33            6             6 
 33            7             6 
 33            8             6 
 33            9             6 
 33            10            6 
 33            11            1 
 33            12            0 
 34            2             17 
 34            11            1 
 34            12            0 
 35            2             17 
 35            8             16 
 35            9             16 
 35            10            4 
 35            11            1 
 35            12            0 
 36            8             16 
 36            9             16 
 36            11            1 
 36            12            0 
 37            5             9 
 37            8             16 
 37            9             16 
 37            11            1 
 37            12            0 
 38            8             16 
 38            9             16 
 38            11            1 
 38            12            0 
 39            6             8 
 39            11            1 
 39            12            0 
 40            8             7 
 40            9             7 
 40            10            7 
 40            11            1 
 40            12            0 
 41            11            1 
 41            12            0 
 42            10            4 
 42            11            1 
 42            12            0 
 43            0             16 
 43            3             10 
 43            4             10 
 43            10            11 
 43            11            1 
 43            12            0 
 44            0             16 
 44            1             16 
 44            4             10 
 44            11            1 
 44            12            0 
 45            0             16 
 45            1             16 
 45            2             16 
 45            3             11 
 45            4             10 
 45            10            22 
 45            11            1 
 45            12            0 
 46            0             16 
 46            1             16 
 46            2             16 
 46            4             10 
 46            8             16 
 46            11            1 
 46            12            0 
 47            0             16 
 47            1             16 
 47            2             16 
 47            4             10 
 47            7             16 
 47            9             16 
 47            11            1 
 47            12            0 
 48            0             16 
 48            1             16 
 48            4             10 
 48            8             16 
 48            11           3r
 48            12           2r
 49            0             16 
 49            3             10 
 49            4             10 
 51            5             10 
 51            6             10 
 52            5             11 
 52            6             10 
 53            2             9 
 53            6             10 
 53            11           3l
 53            12           2l
 54            5             10 
 54            6             10 
 54            11            1 
 54            12            0 
 55            8             10 
 55            9             10 
 55            11            1 
 55            12            0 
 56            2             15 
 56            6             16 
 56            8             11 
 56            9             10 
 56            10            4 
 56            11            1 
 56            12            0 
 57            1             17 
 57            2             14 
 57            6             16 
 57            9             10 
 57            11            1 
 57            12            0 
 58            1             17 
 58            2             14 
 58            8             10 
 58            9             10 
 58            11            1 
 58            12            0 
 59            1             17 
 59            2             14 
 59            3             8 
 59            11            1 
 59            12            0 
 60            1             17 
 60            2             14 
 60            5             7 
 60            6             7 
 60            7             7 
 60            8             7 
 60            9             7 
 60            10            7 
 60            11            1 
 60            12            0 
 61            1             17 
 61            2             14 
 61            11            1 
 61            12            0 
 62            1             17 
 62            2             14 
 62            11            1 
 62            12            0 
 63            1             17 
 63            2             14 
 63            8             16 
 63            11            1 
 63            12            0 
 64            2             15 
 64            8             16 
 64            10            4 
 64            11            1 
 64            12            0 
 65            8             16 
 65            11            1 
 65            12            0 
 66            8             16 
 66            10            12 
 66            11            1 
 66            12            0 
 67            5             9 
 67            8             16 
 67            11            1 
 67            12            0 
 68            11            1 
 68            12            0 
 69            10            4 
 69            11            1 
 69            12            0 
 70            11            1 
 70            12            0 
 71            11           3r
 71            12           2r
 74            7             16 
 74            9            3l
 74            10           2l
 74            11           2l
 74            12           2l
 75            9             1 
 75            10            0 
 75            11            0 
 75            12            0 
 76            7             16 
 76            9             1 
 76            10            0 
 76            11            0 
 76            12            0 
 77            9             1 
 77            10            0 
 77            11            0 
 77            12            0 
 78            5             8 
 78            7             16 
 78            9             1 
 78            10            0 
 78            11            0 
 78            12            0 
 79            7             7 
 79            8             7 
 79            9             1 
 79            10            0 
 79            11            0 
 79            12            0 
 80            9             1 
 80            10            0 
 80            11            0 
 80            12            0 
 81            8             4 
 81            9             1 
 81            10            0 
 81            11            0 
 81            12            0 
 82            2             5 
 82            9             1 
 82            10            0 
 82            11            0 
 82            12            0 
 83            4             6 
 83            5             6 
 83            6             6 
 83            7             6 
 83            8             6 
 83            9             1 
 83            10            0 
 83            11            0 
 83            12            0 
 84            9             1 
 84            10            0 
 84            11            0 
 84            12            0 
 85            8             4 
 85            9             1 
 85            10            0 
 85            11            0 
 85            12            0 
 86            5             16 
 86            6             16 
 86            9             1 
 86            10            0 
 86            11            0 
 86            12            0 
 87            5             16 
 87            6             16 
 87            8             13 
 87            9             1 
 87            10            0 
 87            11            0 
 87            12            0 
 88            9             1 
 88            10            0 
 88            11            0 
 88            12            0 
 89            9             1 
 89            10            0 
 89            11            0 
 89            12            0 
 90            3             8 
 90            9             1 
 90            10            0 
 90            11            0 
 90            12            0 
 91            5             7 
 91            6             7 
 91            7             7 
 91            8             7 
 91            9             1 
 91            10            0 
 91            11            0 
 91            12            0 
 92            9             1 
 92            10            0 
 92            11            0 
 92            12            0 
 93            7             10 
 93            9             1 
 93            10            0 
 93            11            0 
 93            12            0 
 94            6             10 
 94            8             4 
 94            9             1 
 94            10            0 
 94            11            0 
 94            12            0 
 95            5             10 
 95            9             1 
 95            10            0 
 95            11            0 
 95            12            0 
 96            3             10 
 96            4             10 
 96            9             1 
 96            10            0 
 96            11            0 
 96            12            0 
 97            1             17 
 97            4             10 
 97            8            3l
 97            9             1 
 97            10            0 
 97            11            0 
 97            12            0 
 98            2             17 
 98            4             10 
 98            8             1 
 98            9             1 
 98            10            0 
 98            11            0 
 98            12            0 
 99            1             17 
 99            2             17 
 99            3             12 
 99            4             10 
 99            8            3r
 99            9             1 
 99            10            0 
 99            11            0 
 99            12            0 
 100           2             17 
 100           4             10 
 100           9             1 
 100           10            0 
 100           11            0 
 100           12            0 
 101           1             17 
 101           4             10 
 101           5             5 
 101           8             4 
 101           9             1 
 101           10            0 
 101           11            0 
 101           12            0 
 102           3             10 
 102           4             10 
 102           7             6 
 102           8             6 
 102           9             1 
 102           10            0 
 102           11            0 
 102           12            0 
 103           9             1 
 103           10            0 
 103           11            0 
 103           12            0 
 104           1             9 
 104           9             1 
 104           10            0 
 104           11            0 
 104           12            0 
 105           6             10 
 105           8             4 
 105           9             1 
 105           10            0 
 105           11            0 
 105           12            0 
 106           5             12 
 106           6             10 
 106           9             1 
 106           10            0 
 106           11            0 
 106           12            0 
 107           6             10 
 107           9             1 
 107           10            0 
 107           11            0 
 107           12            0 
 108           5             10 
 108           6             10 
 108           8             4 
 108           9             1 
 108           10            0 
 108           11            0 
 108           12            0 
 109           9             1 
 109           10            0 
 109           11            0 
 109           12            0 
 110           6             16 
 110           8            3l
 110           9             1 
 110           10            0 
 110           11            0 
 110           12            0 
 111           6             16 
 111           8             1 
 111           9             1 
 111           10            0 
 111           11            0 
 111           12            0 
 112           6             16 
 112           8            3r
 112           9             1 
 112           10            0 
 112           11            0 
 112           12            0 
 113           9            3r
 113           10           2r
 113           11           2r
 113           12           2r
 115           10            15 
 115           11            15 
 116           6             10 
 116           11            14 
 117           5             13 
 117           6             10 
 117           11            14 
 118           6             10 
 118           11            14 
 119           6             10 
 119           11            14 
 120           2             16 
 120           3             16 
 120           10            13 
 120           11            14 
 121           2             16 
 121           3             16 
 121           11            14 
 122           6             16 
 122           8             10 
 122           11            14 
 123           7             13 
 123           8             10 
 123           11            14 
 124           8             10 
 124           11            14 
 125           6             16 
 125           8             10 
 125           11            14 
 126           2             10 
 126           3             10 
 126           11            14 
 127           1             17 
 127           3             10 
 127           11            14 
 128           2             11 
 128           3             10 
 128           11            14 
 129           1             17 
 129           3             10 
 129           11            14 
 130           3             10 
 130           10            22 
 130           11            14 
 131           1             17 
 131           3             10 
 131           10            22 
 131           11            14 
 132           2             10 
 132           3             10 
 132           10            22 
 132           11            14 
 133           10            15 
